Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_between_Purchase,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sale_Date ,Season,Preferred_Purchase_Time,Retention_Strategy,Churn_Flag
CUST_HUFWQC,PROD_OWAXZR,TRANS_DH0JF951,9,61.04,Electronics,5,North America,0.17,143.91,4/14/2020,10/7/2023,Winter,Afternoon,Email Campaign,Low
CUST_BKYJU7,PROD_OXRS2X,TRANS_DH0JF952,6,72.21,Home,29,Europe,0.29,2331.63,4/14/2020,9/10/2023,Summer,Morning,Discount,Low
CUST_VYOI30,PROD_S3AC6T,TRANS_DH0JF953,17,86.21,Clothing,67,Europe,0.35,7344.98,4/14/2020,11/20/2023,Fall,Evening,Loyalty Program,Low
CUST_KQPR5T,PROD_7RT0RE,TRANS_DH0JF954,10,131.99,Electronics,29,Europe,0.76,304.68,4/14/2020,6/8/2023,Fall,Morning,Loyalty Program,Medium
CUST_GHAA01,PROD_FQ8OMW,TRANS_DH0JF955,5,139.83,Clothing,12,Europe,0.39,9227.59,4/14/2020,3/25/2023,Summer,Afternoon,Discount,Low
CUST_AA2D3O,PROD_70ZNQ9,TRANS_DH0JF956,4,168.06,Electronics,24,Europe,0.23,4018.24,4/14/2020,1/6/2023,Fall,Evening,Loyalty Program,Low
CUST_IVTC3Y,PROD_WMZI0L,TRANS_DH0JF957,11,176.23,Sports,32,North America,0.2,1488.34,4/14/2020,6/25/2023,Summer,Evening,Loyalty Program,Low
CUST_1RMLMN,PROD_T16GSF,TRANS_DH0JF958,10,197.74,Sports,27,South America,0.42,4497.26,4/14/2020,7/7/2023,Fall,Afternoon,Discount,Low
CUST_206W3O,PROD_6NOYII,TRANS_DH0JF959,13,37.39,Home,47,Europe,0.65,2194.82,4/15/2020,4/25/2023,Summer,Afternoon,Loyalty Program,Medium
CUST_TSV0ZO,PROD_B6JL0U,TRANS_DH0JF960,12,38.47,Sports,58,South America,0.04,6617.11,4/15/2020,11/28/2023,Winter,Afternoon,Loyalty Program,Low
CUST_FOW7KM,PROD_CYXP0G,TRANS_DH0JF961,10,38.75,Electronics,82,Asia,0.48,1485.69,4/15/2020,12/21/2023,Fall,Morning,Loyalty Program,Low
CUST_W8TY9O,PROD_AZPZHM,TRANS_DH0JF962,18,39.57,Clothing,27,South America,0.93,7921.01,4/15/2020,4/7/2023,Fall,Afternoon,Loyalty Program,High
CUST_RFTN82,PROD_O07N4W,TRANS_DH0JF963,18,45.56,Sports,46,Europe,0.03,1912.83,4/15/2020,12/25/2023,Spring,Afternoon,Loyalty Program,Low
CUST_9XPD7P,PROD_GIP9HV,TRANS_DH0JF964,8,46.07,Electronics,38,South America,0.7,5904.02,4/15/2020,10/18/2023,Winter,Afternoon,Email Campaign,Medium
CUST_BZ0WS5,PROD_N73LJD,TRANS_DH0JF965,1,53.1,Electronics,38,Europe,0.65,125.65,4/15/2020,7/25/2023,Summer,Afternoon,Email Campaign,Medium
CUST_45BG5Y,PROD_BZX6VM,TRANS_DH0JF966,12,75.56,Electronics,84,Asia,0.28,6522.4,4/15/2020,5/12/2023,Winter,Morning,Loyalty Program,Low
CUST_1JNRD0,PROD_LCN3EY,TRANS_DH0JF967,1,75.65,Home,80,Europe,0.02,3706.46,4/15/2020,12/7/2023,Fall,Evening,Loyalty Program,Low
CUST_BE42F1,PROD_XKCGEW,TRANS_DH0JF968,1,121.39,Clothing,19,South America,0.76,4111.7,4/15/2020,12/30/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_WT0NMR,PROD_3QAX7O,TRANS_DH0JF969,15,156.37,Clothing,89,South America,0.77,1080.78,4/15/2020,6/27/2023,Fall,Afternoon,Discount,Medium
CUST_G7DKCB,PROD_RSRLOA,TRANS_DH0JF970,4,162.22,Sports,82,Asia,0.45,7695.59,4/15/2020,10/28/2023,Winter,Afternoon,Discount,Low
CUST_MX67RE,PROD_HP809Q,TRANS_DH0JF971,15,182.44,Clothing,65,Europe,0.98,6249.35,4/15/2020,4/30/2023,Spring,Morning,Loyalty Program,High
CUST_CICP7N,PROD_LA0TQ5,TRANS_DH0JF972,7,196,Clothing,16,North America,0.57,5668.91,4/15/2020,8/11/2023,Fall,Evening,Discount,Medium
CUST_UYA28Y,PROD_5L5LBL,TRANS_DH0JF973,14,41.13,Home,26,Asia,0.48,9122.69,4/16/2020,10/8/2023,Fall,Evening,Email Campaign,Low
CUST_65QEFH,PROD_DX17V7,TRANS_DH0JF974,18,45.41,Electronics,50,South America,0.87,5654.66,4/16/2020,3/13/2023,Winter,Morning,Email Campaign,High
CUST_WP7T5Y,PROD_X6E0NB,TRANS_DH0JF975,8,81.12,Electronics,57,North America,0.18,5274.15,4/16/2020,5/11/2023,Fall,Morning,Discount,Low
CUST_FZZVX1,PROD_G7IAOV,TRANS_DH0JF976,5,104.62,Electronics,88,North America,0.62,8195.04,4/16/2020,5/7/2023,Fall,Morning,Discount,Medium
CUST_J5XB9Z,PROD_Q7PRZC,TRANS_DH0JF977,2,112.86,Electronics,80,North America,0.41,6325.37,4/16/2020,9/10/2023,Fall,Afternoon,Loyalty Program,Low
CUST_OON024,PROD_AZ8YKN,TRANS_DH0JF978,18,153.36,Clothing,15,Asia,0.74,1365.02,4/16/2020,2/22/2023,Spring,Evening,Loyalty Program,Medium
CUST_DK63FG,PROD_VC8H39,TRANS_DH0JF979,19,164.92,Electronics,84,Asia,0.24,8013.13,4/16/2020,12/28/2023,Summer,Evening,Loyalty Program,Low
CUST_I39G61,PROD_FDY1C9,TRANS_DH0JF980,11,184.79,Clothing,85,Asia,0.43,9204.96,4/16/2020,10/6/2023,Spring,Evening,Email Campaign,Low
CUST_39Y8PE,PROD_CHUQ8E,TRANS_DH0JF981,6,187.5,Clothing,59,South America,0.17,8792.77,4/16/2020,5/28/2023,Summer,Evening,Discount,Low
CUST_04FNCY,PROD_WZBC11,TRANS_DH0JF982,10,195.46,Clothing,15,Europe,0.79,6037.85,4/16/2020,8/24/2023,Winter,Afternoon,Email Campaign,Medium
CUST_CD62JU,PROD_QZMEE5,TRANS_DH0JF983,7,35.29,Sports,22,Europe,0.05,2167.11,4/17/2020,12/22/2023,Winter,Evening,Discount,Low
CUST_LY3QYG,PROD_5WP5PL,TRANS_DH0JF984,4,38.46,Clothing,22,South America,0.34,8376.74,4/17/2020,2/26/2023,Fall,Evening,Discount,Low
CUST_N95SRF,PROD_AUKNJY,TRANS_DH0JF985,6,92.52,Clothing,19,Europe,0.81,8838.28,4/17/2020,7/8/2023,Spring,Evening,Discount,High
CUST_OCZFCI,PROD_VFGWOE,TRANS_DH0JF986,6,103.73,Sports,35,Europe,0.91,2471.89,4/17/2020,3/19/2023,Winter,Morning,Discount,High
CUST_KX99NM,PROD_TULR8X,TRANS_DH0JF987,6,110.39,Sports,61,Europe,0.04,7201.47,4/17/2020,1/10/2023,Fall,Evening,Email Campaign,Low
CUST_YDTMCD,PROD_3W50T1,TRANS_DH0JF988,11,137.87,Clothing,86,Asia,0.19,5750.28,4/17/2020,4/22/2023,Spring,Evening,Email Campaign,Low
CUST_JRQPUM,PROD_57B5OI,TRANS_DH0JF989,9,147.75,Electronics,66,Asia,0.56,6019.97,4/17/2020,1/30/2023,Winter,Morning,Email Campaign,Medium
CUST_6GFKGP,PROD_BPHZ5F,TRANS_DH0JF990,7,154.28,Sports,49,South America,0.8,4733.05,4/17/2020,7/9/2023,Winter,Morning,Discount,High
CUST_8QD6QW,PROD_8YWB5N,TRANS_DH0JF991,6,155.6,Home,43,Asia,0.56,4885.34,4/17/2020,9/12/2023,Summer,Morning,Discount,Medium
CUST_MU2VIX,PROD_3JDNZH,TRANS_DH0JF992,4,162.69,Sports,42,South America,0.06,465.92,4/17/2020,5/31/2023,Fall,Afternoon,Discount,Low
CUST_35SBTW,PROD_6YTT2Z,TRANS_DH0JF993,1,198.63,Clothing,61,Asia,0.33,5978.32,4/17/2020,10/5/2023,Summer,Afternoon,Email Campaign,Low
CUST_LRBBQI,PROD_2BLNJA,TRANS_DH0JF994,16,198.97,Home,23,Asia,0.98,8698.2,4/17/2020,3/9/2023,Winter,Morning,Discount,High
CUST_84DXLG,PROD_J5ALPZ,TRANS_DH0JF995,8,33.27,Sports,40,North America,0.25,1560.92,4/18/2020,1/14/2023,Spring,Evening,Email Campaign,Low
CUST_540B2L,PROD_SXMZ32,TRANS_DH0JF996,6,61.07,Sports,68,North America,0.82,8738.12,4/18/2020,9/18/2023,Winter,Afternoon,Discount,High
CUST_1HDPDJ,PROD_U4DQAJ,TRANS_DH0JF997,2,105.91,Sports,52,North America,0.66,4010.78,4/18/2020,3/29/2023,Spring,Afternoon,Loyalty Program,Medium
CUST_X8CEWJ,PROD_V8DV0Y,TRANS_DH0JF998,14,166.1,Electronics,37,Europe,0.18,9980.91,4/18/2020,7/26/2023,Fall,Afternoon,Email Campaign,Low
CUST_CYNR46,PROD_2PHBWG,TRANS_DH0JF999,18,174.74,Home,27,North America,0.89,7684.37,4/18/2020,7/21/2023,Spring,Morning,Email Campaign,High
CUST_CMNHY5,PROD_IYOS0B,TRANS_DH0JF1000,11,177.46,Electronics,88,Europe,0.65,901.34,4/18/2020,6/29/2023,Summer,Evening,Email Campaign,Medium
CUST_ONU7VE,PROD_38WD8T,TRANS_DH0JF1001,15,193.69,Home,37,North America,0.9,4108.29,4/18/2020,10/18/2023,Winter,Afternoon,Email Campaign,High
CUST_8XSTJQ,PROD_OQ3L38,TRANS_DH0JF1002,6,57.97,Electronics,66,North America,0.86,5733.23,4/19/2020,12/28/2023,Summer,Afternoon,Discount,High
CUST_N3PH20,PROD_C0PEOY,TRANS_DH0JF1003,16,72.86,Home,21,South America,0.85,5793.86,4/19/2020,5/16/2023,Summer,Afternoon,Discount,High
CUST_JXLC5R,PROD_6KMKRP,TRANS_DH0JF1004,9,76.83,Sports,55,South America,0.74,380.31,4/19/2020,4/15/2023,Summer,Morning,Email Campaign,Medium
CUST_A4NDCY,PROD_JH5EBW,TRANS_DH0JF1005,6,83.99,Sports,36,Asia,0.62,884.07,4/19/2020,3/17/2023,Fall,Morning,Email Campaign,Medium
CUST_DMMU62,PROD_S8HJ88,TRANS_DH0JF1006,16,91.47,Home,63,Europe,0.94,8997.93,4/19/2020,7/20/2023,Fall,Afternoon,Discount,High
CUST_P6L63W,PROD_4V0GUG,TRANS_DH0JF1007,5,107.21,Electronics,17,North America,0.01,7995.3,4/19/2020,1/24/2023,Fall,Evening,Email Campaign,Low
CUST_F5ZTJA,PROD_D8RHKR,TRANS_DH0JF1008,16,128.57,Sports,64,Europe,0.4,711.52,4/19/2020,3/15/2023,Spring,Morning,Loyalty Program,Low
CUST_2ACXC0,PROD_85MG2K,TRANS_DH0JF1009,10,135.14,Sports,33,South America,0.33,9282.43,4/19/2020,7/6/2023,Summer,Evening,Loyalty Program,Low
CUST_WILC19,PROD_FMGYA1,TRANS_DH0JF1010,19,150.47,Electronics,72,Asia,0.49,166.45,4/19/2020,2/2/2023,Summer,Morning,Discount,Low
CUST_G9RU5J,PROD_0XL26S,TRANS_DH0JF1011,17,151.56,Sports,21,North America,0.45,2592.97,4/19/2020,10/13/2023,Winter,Evening,Email Campaign,Low
CUST_6XNRPB,PROD_ACJBGV,TRANS_DH0JF1012,16,155,Home,30,Europe,0.22,1062.15,4/19/2020,10/22/2023,Winter,Evening,Loyalty Program,Low
CUST_TFU3NC,PROD_YFO23N,TRANS_DH0JF1013,7,168.08,Sports,36,North America,0.16,896.31,4/19/2020,5/6/2023,Fall,Morning,Loyalty Program,Low
CUST_D6GL65,PROD_3BC8AE,TRANS_DH0JF1014,9,176.42,Electronics,26,Asia,0.61,2312.67,4/19/2020,12/22/2023,Winter,Evening,Discount,Medium
CUST_YZ410U,PROD_SVIVCW,TRANS_DH0JF1015,2,193.21,Electronics,69,South America,0.61,1552.73,4/19/2020,6/23/2023,Winter,Morning,Loyalty Program,Medium
CUST_F2279T,PROD_K3UM6Y,TRANS_DH0JF1016,16,75.36,Clothing,21,Europe,0.28,3710.34,4/20/2020,3/2/2023,Fall,Evening,Email Campaign,Low
CUST_Q0BQU4,PROD_5E98OS,TRANS_DH0JF1017,9,76.1,Sports,6,South America,0.95,793.1,4/20/2020,9/25/2023,Summer,Afternoon,Loyalty Program,High
CUST_7W80R0,PROD_LHIZUC,TRANS_DH0JF1018,14,136.71,Clothing,32,South America,0.26,818.67,4/20/2020,1/2/2023,Fall,Morning,Loyalty Program,Low
CUST_XIEAGE,PROD_I2BZ8B,TRANS_DH0JF1019,1,148.01,Electronics,5,South America,0.59,502.48,4/20/2020,6/12/2023,Winter,Evening,Loyalty Program,Medium
CUST_4IURPD,PROD_G1RCNY,TRANS_DH0JF1020,1,152.4,Electronics,84,South America,0.07,6102.96,4/20/2020,2/5/2023,Fall,Afternoon,Loyalty Program,Low
CUST_QVY0W6,PROD_KWOMCM,TRANS_DH0JF1021,3,154.59,Home,25,Europe,0.7,6289.8,4/20/2020,3/29/2023,Fall,Afternoon,Discount,Medium
CUST_UM16GR,PROD_GUD48D,TRANS_DH0JF1022,11,47.54,Clothing,88,North America,0.75,9565.16,4/21/2020,12/28/2023,Winter,Morning,Discount,Medium
CUST_QX76KW,PROD_94GWER,TRANS_DH0JF1023,2,69.69,Sports,56,North America,0.03,3271.06,4/21/2020,5/30/2023,Summer,Afternoon,Email Campaign,Low
CUST_8AL2RC,PROD_AN8LAV,TRANS_DH0JF1024,1,83.83,Electronics,43,South America,0.67,2680.82,4/21/2020,2/25/2023,Summer,Evening,Loyalty Program,Medium
CUST_LZZTJ8,PROD_6R2M77,TRANS_DH0JF1025,12,95.96,Sports,31,North America,0.88,2525.24,4/21/2020,10/6/2023,Winter,Evening,Loyalty Program,High
CUST_B5HMQX,PROD_YN3B1N,TRANS_DH0JF1026,9,132.17,Home,55,Europe,0.62,7196.03,4/21/2020,7/28/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_OS3SNH,PROD_YASM74,TRANS_DH0JF1027,9,146.63,Home,44,North America,0.04,9685.74,4/21/2020,2/8/2023,Winter,Afternoon,Loyalty Program,Low
CUST_VT9QKX,PROD_RQBG9I,TRANS_DH0JF1028,14,199.04,Sports,46,North America,0.19,4875.42,4/21/2020,1/5/2023,Summer,Evening,Discount,Low
CUST_5T9TN8,PROD_J0NICY,TRANS_DH0JF1029,1,21.58,Electronics,34,Asia,0.93,1855.78,4/22/2020,3/20/2023,Winter,Afternoon,Loyalty Program,High
CUST_HEDSCE,PROD_Z43BYO,TRANS_DH0JF1030,11,38.19,Sports,44,Europe,0.26,7970.2,4/22/2020,9/2/2023,Spring,Evening,Discount,Low
CUST_LJSHDZ,PROD_ZAB8ZN,TRANS_DH0JF1031,11,43.39,Electronics,30,North America,0.8,3882.49,4/22/2020,8/17/2023,Spring,Morning,Loyalty Program,High
CUST_V3W8FK,PROD_74J2XX,TRANS_DH0JF1032,5,68.8,Electronics,57,North America,0.18,3504.02,4/22/2020,8/11/2023,Winter,Evening,Discount,Low
CUST_1EBKJT,PROD_B6UY02,TRANS_DH0JF1033,3,86.57,Clothing,74,South America,0.17,9566.68,4/22/2020,6/9/2023,Winter,Evening,Loyalty Program,Low
CUST_ON73RX,PROD_2R0GDE,TRANS_DH0JF1034,16,166.2,Clothing,34,Asia,0.32,7311.47,4/22/2020,9/10/2023,Fall,Morning,Loyalty Program,Low
CUST_XY94P3,PROD_O0CWQU,TRANS_DH0JF1035,3,168.9,Clothing,45,Asia,0.09,538.69,4/22/2020,2/6/2023,Winter,Afternoon,Email Campaign,Low
CUST_Y6IL94,PROD_77635Z,TRANS_DH0JF1036,14,175.36,Electronics,85,Europe,1,2062.06,4/22/2020,4/9/2023,Spring,Evening,Email Campaign,High
CUST_89HAOC,PROD_2D1XV2,TRANS_DH0JF1037,6,62.09,Electronics,80,South America,0.7,8074.74,4/23/2020,7/15/2023,Winter,Evening,Email Campaign,Medium
CUST_H3SLHS,PROD_W7MY52,TRANS_DH0JF1038,12,76.99,Electronics,13,Asia,0.97,368.8,4/23/2020,10/19/2023,Winter,Morning,Discount,High
CUST_DPYEWK,PROD_Q4V0TT,TRANS_DH0JF1039,13,80.79,Sports,36,Asia,0.02,8072.92,4/23/2020,5/19/2023,Spring,Afternoon,Discount,Low
CUST_W0TOBQ,PROD_XRLALT,TRANS_DH0JF1040,17,150.38,Electronics,28,North America,0.34,8524.3,4/23/2020,3/2/2023,Summer,Evening,Email Campaign,Low
CUST_TJL8QZ,PROD_9P3PVT,TRANS_DH0JF1041,2,159.02,Clothing,36,South America,0.11,532.54,4/23/2020,9/12/2023,Winter,Morning,Loyalty Program,Low
CUST_I2AWEP,PROD_KLXIN8,TRANS_DH0JF1042,2,164.72,Clothing,31,Asia,0.74,5893.33,4/23/2020,4/2/2023,Fall,Morning,Loyalty Program,Medium
CUST_HPKEVM,PROD_US56KU,TRANS_DH0JF1043,19,172.15,Home,56,Europe,0.34,982.79,4/23/2020,6/20/2023,Summer,Morning,Discount,Low
CUST_8KTX86,PROD_ZRU76A,TRANS_DH0JF1044,14,182.26,Clothing,6,Europe,0.12,2230.5,4/23/2020,12/27/2023,Fall,Evening,Email Campaign,Low
CUST_VW8XV0,PROD_YUHUDB,TRANS_DH0JF1045,18,46.24,Sports,86,Europe,0.4,2822.94,4/24/2020,7/9/2023,Winter,Afternoon,Loyalty Program,Low
CUST_RMYGXZ,PROD_I5PLHT,TRANS_DH0JF1046,10,52.68,Clothing,35,North America,0.64,4283.16,4/24/2020,5/22/2023,Winter,Evening,Email Campaign,Medium
CUST_XCW2Y4,PROD_9WG6UB,TRANS_DH0JF1047,5,54.44,Home,38,North America,0.8,415.92,4/24/2020,4/7/2023,Winter,Evening,Email Campaign,High
CUST_3FXS7U,PROD_BD9KUG,TRANS_DH0JF1048,2,78.74,Sports,38,North America,0.13,4248.52,4/24/2020,4/14/2023,Winter,Morning,Loyalty Program,Low
CUST_0ODSJI,PROD_W9RDJJ,TRANS_DH0JF1049,10,80,Sports,43,South America,0.07,167.3,4/24/2020,2/14/2023,Winter,Afternoon,Email Campaign,Low
CUST_Y5VEDU,PROD_D6PAB6,TRANS_DH0JF1050,6,87,Electronics,80,North America,0.26,8096.02,4/24/2020,6/20/2023,Spring,Morning,Email Campaign,Low
CUST_F8MQ82,PROD_FZ5RBY,TRANS_DH0JF1051,4,87.85,Electronics,41,Asia,0.32,5357.73,4/24/2020,1/26/2023,Winter,Evening,Email Campaign,Low
CUST_23FJ2E,PROD_SXY1EC,TRANS_DH0JF1052,7,112.03,Home,16,Europe,0.03,3369.33,4/24/2020,12/10/2023,Fall,Evening,Discount,Low
CUST_6J8FRG,PROD_TQITIT,TRANS_DH0JF1053,19,133.17,Clothing,42,Europe,0.27,873.91,4/24/2020,11/16/2023,Spring,Morning,Discount,Low
CUST_Z8ARN3,PROD_0RHOPO,TRANS_DH0JF1054,14,135.85,Sports,60,Europe,0.79,1059.37,4/24/2020,4/6/2023,Winter,Morning,Loyalty Program,Medium
CUST_VF1K9S,PROD_CA2U9I,TRANS_DH0JF1055,11,137.74,Home,17,South America,0.53,4507.25,4/24/2020,2/5/2023,Fall,Evening,Loyalty Program,Medium
CUST_ADAM3B,PROD_BCYMVF,TRANS_DH0JF1056,1,156.01,Home,73,Europe,0.84,1196.11,4/24/2020,12/11/2023,Spring,Morning,Email Campaign,High
CUST_RLSAWV,PROD_NEODU0,TRANS_DH0JF1057,12,187.87,Sports,66,Asia,0.97,4075.07,4/24/2020,5/21/2023,Summer,Afternoon,Loyalty Program,High
CUST_DIUOWK,PROD_A18NON,TRANS_DH0JF1058,17,94.86,Sports,83,South America,0.81,7258.96,4/25/2020,3/25/2023,Fall,Afternoon,Email Campaign,High
CUST_2CARVU,PROD_C1DSMB,TRANS_DH0JF1059,19,101.55,Electronics,10,Europe,0.9,6954.76,4/25/2020,9/1/2023,Winter,Evening,Email Campaign,High
CUST_V6WP8U,PROD_NVS2HE,TRANS_DH0JF1060,5,104.32,Home,18,Asia,0.83,8766.1,4/25/2020,6/24/2023,Spring,Evening,Loyalty Program,High
CUST_BE63ZI,PROD_75YDL6,TRANS_DH0JF1061,9,130.41,Clothing,55,Europe,0.36,1968.35,4/25/2020,2/19/2023,Fall,Evening,Discount,Low
CUST_6WSS88,PROD_0FWWXJ,TRANS_DH0JF1062,1,161.14,Electronics,10,South America,0.87,7293.5,4/25/2020,7/21/2023,Spring,Morning,Loyalty Program,High
CUST_79MQAP,PROD_YTKOMR,TRANS_DH0JF1063,11,168.88,Home,32,Asia,0.25,909.44,4/25/2020,5/9/2023,Fall,Evening,Loyalty Program,Low
CUST_YXUCO6,PROD_DSKXGN,TRANS_DH0JF1064,14,176.83,Home,31,Europe,0.33,1497.39,4/25/2020,3/9/2023,Summer,Morning,Loyalty Program,Low
CUST_I1H88V,PROD_5MXR06,TRANS_DH0JF1065,7,197.66,Clothing,15,Europe,0.58,4905.11,4/25/2020,4/17/2023,Winter,Afternoon,Loyalty Program,Medium
CUST_5UFT0M,PROD_FCWSYA,TRANS_DH0JF1066,16,60.27,Sports,38,Europe,0.01,5242.42,4/26/2020,9/7/2023,Summer,Afternoon,Discount,Low
CUST_NUIG34,PROD_Q94FCY,TRANS_DH0JF1067,17,65.32,Clothing,84,Asia,0.19,3110.5,4/26/2020,12/1/2023,Winter,Afternoon,Email Campaign,Low
CUST_CJJI6E,PROD_HD9359,TRANS_DH0JF1068,3,95.38,Home,77,North America,0.64,9157.61,4/26/2020,3/16/2023,Summer,Afternoon,Email Campaign,Medium
CUST_JYHBZ3,PROD_KPGDHH,TRANS_DH0JF1069,8,172.34,Sports,45,South America,0,6454.6,4/26/2020,5/10/2023,Spring,Afternoon,Discount,Low
CUST_DCAUAW,PROD_TH2066,TRANS_DH0JF1070,6,180.32,Home,21,North America,0.52,7908.83,4/26/2020,9/4/2023,Winter,Evening,Loyalty Program,Medium
CUST_4KBV4A,PROD_2GLJX9,TRANS_DH0JF1071,19,28.03,Electronics,7,North America,0.81,1238.86,4/27/2020,4/8/2023,Spring,Afternoon,Email Campaign,High
CUST_YR2TNU,PROD_UKVBWH,TRANS_DH0JF1072,5,49.03,Home,75,Europe,0.07,6938.02,4/27/2020,9/24/2023,Summer,Morning,Loyalty Program,Low
CUST_F7NEZ0,PROD_6QQPRP,TRANS_DH0JF1073,2,86.04,Sports,43,South America,0.16,7627.49,4/27/2020,8/31/2023,Spring,Evening,Email Campaign,Low
CUST_G42REL,PROD_CX8ZP5,TRANS_DH0JF1074,18,96.72,Electronics,61,South America,0.62,6795.76,4/27/2020,10/5/2023,Winter,Afternoon,Email Campaign,Medium
CUST_PAJRNB,PROD_DDONGK,TRANS_DH0JF1075,3,105.73,Sports,36,North America,0.66,194.59,4/27/2020,3/16/2023,Spring,Afternoon,Email Campaign,Medium
CUST_RZGSCN,PROD_NJ2Q0I,TRANS_DH0JF1076,7,114.96,Home,30,North America,0.62,4368.22,4/27/2020,12/11/2023,Summer,Evening,Email Campaign,Medium
CUST_ZM2X8U,PROD_K7788L,TRANS_DH0JF1077,4,155.69,Home,9,Asia,0.69,2826.91,4/27/2020,11/29/2023,Fall,Afternoon,Email Campaign,Medium
CUST_CGLTOJ,PROD_B6QGDF,TRANS_DH0JF1078,6,165.88,Electronics,34,Asia,0.37,4284.02,4/27/2020,9/2/2023,Fall,Afternoon,Email Campaign,Low
CUST_7DA664,PROD_VCYVI6,TRANS_DH0JF1079,16,186.84,Home,64,North America,0.18,5789.34,4/27/2020,11/2/2023,Fall,Afternoon,Discount,Low
CUST_GTD6Q9,PROD_OZ0192,TRANS_DH0JF1080,8,60.26,Clothing,35,South America,0.72,2535.64,4/28/2020,3/3/2023,Fall,Evening,Email Campaign,Medium
CUST_QZEC4T,PROD_BFHS0U,TRANS_DH0JF1081,13,68.9,Home,51,South America,0.4,4946.65,4/28/2020,1/6/2023,Summer,Afternoon,Discount,Low
CUST_CPY1R8,PROD_V9MFYY,TRANS_DH0JF1082,13,78.44,Electronics,60,Asia,0.89,6387.62,4/28/2020,9/6/2023,Summer,Evening,Email Campaign,High
CUST_CQX0TR,PROD_ONTMVT,TRANS_DH0JF1083,10,89.83,Clothing,59,South America,0.32,1974.94,4/28/2020,8/5/2023,Fall,Afternoon,Loyalty Program,Low
CUST_K2BZC9,PROD_LGZ1E4,TRANS_DH0JF1084,5,99.39,Sports,83,Europe,0.71,9416.49,4/28/2020,5/27/2023,Summer,Afternoon,Discount,Medium
CUST_SDC7ZR,PROD_PNPKXL,TRANS_DH0JF1085,15,106.58,Electronics,35,Europe,0.37,2902.86,4/28/2020,4/14/2023,Winter,Afternoon,Discount,Low
CUST_ZQMCQT,PROD_L8ECQ3,TRANS_DH0JF1086,12,180.5,Sports,42,Asia,0.45,7796.31,4/28/2020,12/3/2023,Spring,Morning,Loyalty Program,Low
CUST_TO3VO3,PROD_STQPXF,TRANS_DH0JF1087,19,194.79,Clothing,69,North America,0.94,1398.73,4/28/2020,6/10/2023,Fall,Morning,Email Campaign,High
CUST_OC44A0,PROD_575C65,TRANS_DH0JF1088,3,34.66,Home,17,North America,0.87,7194.41,4/29/2020,6/16/2023,Spring,Evening,Discount,High
CUST_IS4PIO,PROD_1Q9AF1,TRANS_DH0JF1089,9,53.81,Electronics,63,North America,0.53,2672.62,4/29/2020,12/23/2023,Spring,Afternoon,Discount,Medium
CUST_DT0FX9,PROD_SUL5PL,TRANS_DH0JF1090,2,100.93,Sports,79,Europe,0.42,131.51,4/29/2020,5/13/2023,Winter,Afternoon,Loyalty Program,Low
CUST_DFNMX6,PROD_F64H2J,TRANS_DH0JF1091,17,123.51,Electronics,74,Europe,0.64,7811.36,4/29/2020,4/22/2023,Spring,Evening,Discount,Medium
CUST_F0R9GL,PROD_5B85ZT,TRANS_DH0JF1092,15,129.76,Home,17,South America,0.84,4568.97,4/29/2020,7/12/2023,Summer,Evening,Loyalty Program,High
CUST_VHTH4H,PROD_DJ0KMJ,TRANS_DH0JF1093,8,46.07,Sports,47,Europe,0.49,3961.02,4/30/2020,2/23/2023,Winter,Afternoon,Loyalty Program,Low
CUST_BAXCT5,PROD_1D5DMX,TRANS_DH0JF1094,9,86.6,Electronics,75,South America,0.49,6242.34,4/30/2020,3/9/2023,Summer,Afternoon,Email Campaign,Low
CUST_G1T86N,PROD_BK8SR2,TRANS_DH0JF1095,15,108.42,Sports,9,South America,0.23,2874.62,4/30/2020,5/13/2023,Spring,Evening,Email Campaign,Low
CUST_56LD8A,PROD_6MAS1R,TRANS_DH0JF1096,17,129.66,Electronics,69,Europe,0.09,7983.71,4/30/2020,2/27/2023,Summer,Evening,Email Campaign,Low
CUST_893WUK,PROD_KM8SYG,TRANS_DH0JF1097,7,156.51,Sports,37,South America,0.09,5323.16,4/30/2020,8/27/2023,Summer,Evening,Email Campaign,Low
CUST_AACLI0,PROD_MAPFZG,TRANS_DH0JF1098,16,157.95,Sports,43,South America,0.51,2451.49,4/30/2020,9/27/2023,Summer,Morning,Email Campaign,Medium
CUST_ZVF9T3,PROD_1D11DZ,TRANS_DH0JF1099,5,158.79,Clothing,86,South America,0.92,359.13,4/30/2020,6/28/2023,Fall,Evening,Discount,High
CUST_WXUR72,PROD_R5FV3I,TRANS_DH0JF1100,11,159.38,Clothing,22,Asia,0.39,1449.75,4/30/2020,6/23/2023,Summer,Morning,Loyalty Program,Low
CUST_I4KIYK,PROD_O8ZCWO,TRANS_DH0JF1101,5,166.35,Home,45,Asia,0.38,8649.93,4/30/2020,5/19/2023,Fall,Evening,Discount,Low
CUST_50Q8YU,PROD_0DI0F3,TRANS_DH0JF1102,15,40.81,Home,66,South America,0.46,310.56,5/1/2020,7/12/2023,Spring,Morning,Discount,Low
